1,2006-10-11 06:01:11, 4u J   beIE0 h2fj4HPTib ,Completed,96,533,756,,28
2,2002-05-24 03:03:22,CEY534 X6th  ek,Completed,263,368,181,,18
3,1998-11-16 15:32:09,75nbyI Ke9y64g4m28  ReVHs,Completed,713,834,985,,9
4,2003-04-06 10:01:44,9vwo,Completed,640,558,192,,17
5,2018-08-30 14:03:03,Ai2r,Completed,166,240,,6,27
6,2023-05-05 21:56:51,HwPE dfF4qe1 ,Completed,396,466,180,,6
7,2001-05-05 05:41:31,538,Completed,264,418,115,,25
8,2023-06-03 13:25:49,1R7  n9wI wcIE i fA,Completed,681,523,,660,24
9,2021-06-17 00:23:12,6j ,Completed,409,659,322,,2
10,2021-07-28 00:27:34,1   5ukcK,Completed,490,77,882,,4
11,2016-04-08 01:31:27,g k70Vt 3 9SkW1BuDD2092m,Completed,959,242,176,,6
12,2014-08-22 06:44:00,ww8kR06qr6 ,Completed,277,925,396,,3
13,2001-07-29 07:32:12,1 X7hnM5  c 8aC,Completed,87,199,78,,34
14,2023-10-24 13:36:50, jlZi2n27 1s,Completed,201,728,,380,37
15,2009-07-30 09:59:00, P 8PP 9o6Vib bg0,Completed,906,264,714,,50
16,2020-01-07 00:53:21,jr nm 9TsF 7A6a u 7  hBx6,Completed,499,888,186,,7
17,2014-03-17 05:33:35, ,Completed,81,64,177,,33
18,2023-11-26 14:06:21,39L61nZNJSgM  ,Completed,29,592,41,,15
19,2010-01-08 23:34:58,37 XF7963  yu 8gnN5iWp0jK,Completed,130,642,855,,36
20,2014-09-15 01:34:01,S 4 w M,Completed,935,533,,884,14
21,2001-06-07 07:16:35,bbtf8xN H34t,Completed,792,418,715,,6
22,2014-11-04 16:50:24, o u9 M 83kU8X JB0,Completed,942,835,886,,21
23,2018-02-05 12:11:13,DBJqr70QuL 0h4y  4 QQCE,Completed,604,224,888,,47
24,2009-10-20 09:53:10,K YoH85rIWRs4dbw19v8V21,Completed,782,215,175,,19
25,1998-04-04 11:33:34, c 79lGSXoA gpHj5l61,Completed,930,219,649,,23
26,2014-04-05 05:39:16,A,Completed,190,470,358,,5
27,2021-06-03 06:05:57,35 f84u 7Gj3 3G dkb gfM,Completed,528,369,,513,50
28,2004-02-14 07:40:29,gnPo97 Dn30956h,Completed,419,132,,695,6
29,2002-11-12 05:56:41,8  CU00  42oOx,Completed,256,413,,896,38
30,2019-03-04 23:00:23,SARj01XB e,Completed,567,320,,644,13
31,2014-04-02 07:56:09,BN W aM8fi NX,Completed,421,131,844,,38
32,2016-11-24 20:14:31,b5ko4x7GfS6O3f9r4V3 M   ,Completed,678,830,766,,45
33,2009-10-24 11:13:26, 6PrNUYb814,Completed,506,219,,142,19
34,2006-11-18 23:27:25, OM  i 7eNX 1F,Completed,413,874,,164,27
35,2007-09-01 20:15:13,S0M9c3,Completed,380,911,225,,13
36,2000-09-30 05:37:47,S T J3qWU  T v9I j E2XK 2,Completed,220,410,40,,16
37,2010-11-01 19:39:04,i42U V Z2 YZRvHR 2s W,Completed,644,108,,31,33
38,2022-02-18 00:01:06, RDn51 4  mG4,Completed,19,842,546,,26
39,2019-05-11 01:21:56,3 lJF,Completed,611,372,745,,40
40,,0   cbn1g  Q7  R  6 ,In Progress,835,199,643,,19
41,2023-01-21 06:06:38,w9FL032 ,Completed,418,976,,11,49
42,2012-03-23 06:54:37,1  i4I628I9u,Completed,5,523,589,,49
43,2010-06-22 03:53:42,P5YW 23YV9 vh  0  k,Completed,34,892,362,,28
44,1998-06-01 00:42:07,N009 8Uo,Completed,671,55,22,,6
45,2003-11-28 19:03:24,5tV 2,Completed,811,161,85,,24
46,2015-11-12 22:38:15,6 ,Completed,918,217,255,,10
47,2022-05-15 21:05:06,xUaotc 6qRH6 O Rd,Completed,682,378,337,,15
48,1998-11-25 07:23:03,4 0Q lvr  B,Completed,213,196,996,,42
49,,8ih 4 s2vE,In Progress,230,502,151,,42
50,2022-01-15 21:08:58, uD iVNJHc ,Completed,396,422,,339,45
51,2013-05-16 12:45:48,72h9zwNe T MkE 3,Completed,637,737,816,,3
52,2016-02-12 09:49:22, Urz ,Completed,592,344,876,,16
53,2014-12-26 20:26:22,60Rl73PL49Hi XA0h   P,Completed,269,162,889,,15
54,2010-09-01 19:12:52,HQw ,Completed,871,669,546,,26
55,2001-06-26 01:57:25,Re 3,Completed,777,569,43,,34
56,2006-07-24 03:53:32,5 fnT e0k  wKxqUu92 P  6,Completed,689,525,,245,29
57,1999-03-12 19:33:42, j0 h Y,Completed,456,890,323,,36
58,2021-09-22 23:40:29, n2a v0  YL8C  hamqe5mo u,Completed,785,730,747,,7
59,,i7h7nBR1,In Progress,438,126,,605,17
60,2020-03-19 17:26:52,   b3 z2p550R4 P VI9I,Completed,590,243,695,,29
61,1998-01-10 22:12:48,tE Yy D  s0,Completed,607,469,943,,29
62,2018-12-20 21:54:01,9n1rUv48 ,Completed,819,178,,496,6
63,2001-10-21 13:40:29,c  n n 8qw6I R 1K8 1,Completed,669,418,,690,28
64,2000-12-29 13:25:18,9L ek ,Completed,230,605,878,,38
65,2005-01-06 19:21:45,Bu6 Jz,Completed,219,968,846,,13
66,2005-01-05 16:27:17,67 J b74715,Completed,111,20,21,,29
67,2016-02-21 15:28:25,r 9Pp8V,Completed,414,608,762,,48
68,2005-09-24 00:54:42,YDn,Completed,751,588,984,,24
69,2009-05-14 12:12:46,c0 82P3VNe8jwL xXx3 W10 ,Completed,92,488,234,,19
70,2003-03-11 15:15:17,2A wXO6A4  4 IV,Completed,792,715,,515,8
71,2011-11-19 11:35:43,a  St EKmBZ DO7 ,Completed,444,919,255,,23
72,2020-09-25 08:16:12, s  a,Completed,573,183,217,,1
73,2000-02-05 17:42:10,L76  Q4lqh ,Completed,521,759,167,,37
74,1997-08-14 10:49:14,811zT,Completed,862,814,169,,49
75,2020-11-18 20:07:53,  mwCY wvzL,Completed,350,912,267,,15
76,2003-12-15 00:14:48, 4Uj,Completed,558,305,722,,6
77,1998-04-30 10:43:02,sR   bEPz  00kLm  AJ,Completed,223,539,,561,18
78,, 53F Ez4IN1 tHi N xk2t3  ,In Progress,738,14,688,,29
79,2017-07-01 21:53:49,6Ea,Completed,442,491,878,,23
80,2010-07-05 05:22:52,0 a   z6kgq,Completed,202,154,376,,14
81,2014-04-01 16:32:46,oSbyR50gv  2  I5v  j  ,Completed,459,712,848,,18
82,2017-08-19 12:30:52,gH3jo 9qMLj,Completed,915,570,654,,6
83,2021-02-27 17:18:31,5E82 O,Completed,694,735,696,,45
84,2022-07-16 21:45:30,T,Completed,285,429,,230,19
85,,   63,Not Started,340,962,80,,17
86,2023-12-15 02:50:30,awIe6  s3l,Completed,696,391,,871,2
87,2020-06-09 09:38:43, 4SX XERB,Completed,75,49,904,,6
88,2015-11-03 15:03:43,YY 9 9oc2m6b 3,Completed,380,302,351,,10
89,2012-03-04 04:20:42,W W dnW JT n7x  1 P T,Completed,771,724,706,,17
90,2012-06-19 15:02:36,  x4oyY62viSf lR ,Completed,547,136,211,,16
91,2013-03-22 16:57:04,Z j1dJ Fzg 4emBT E,Completed,532,124,102,,11
92,2013-01-01 13:00:14,85g4P rw ,Completed,397,408,,664,44
93,1998-06-03 19:33:34,Na Msg 9F  x  h z698x0P Z,Completed,271,859,573,,25
94,2016-02-20 04:58:32,EJJ8Q t3 TQFzkd  ,Completed,702,529,757,,38
95,2018-12-20 09:29:37, W 5LMN   MHNd Agju1l39,Completed,864,209,785,,48
96,2017-11-27 08:56:35,4k u7 B mdIat02 L 72 ,Completed,872,744,,582,42
97,2001-03-01 17:14:21,Xgin nyCn,Completed,353,96,,11,47
98,2000-11-18 19:50:10, e s5v29BA73,Completed,823,550,305,,16
99,2004-07-14 03:50:40,  1k  oKlz MR,Completed,136,653,620,,47
100,1998-04-20 00:11:57,g6IDO1pVeO7 V  6 Nb iK  ,Completed,509,549,,935,37
101,2004-07-12 15:19:36,81,Completed,831,562,,864,26
102,2008-08-10 10:26:55,9j5hkQ3 Y HZKMR u,Completed,265,109,246,,44
103,2011-11-14 10:58:24,n  uyF y6nU1V,Completed,290,988,915,,26
104,2004-07-01 10:38:35, m865G3,Completed,594,637,661,,13
105,2012-09-08 13:00:29,wy4  O,Completed,32,159,249,,2
106,,    f2B8,Not Started,870,644,421,,15
107,2000-09-11 01:04:46, X7nJi  J awo7a 64,Completed,113,693,109,,27
108,2009-10-19 13:04:38,9lA  T ,Completed,137,157,268,,49
109,2005-07-25 00:07:13,lV tA  l i ,Completed,970,89,,577,42
110,2020-02-26 09:55:39, z V2 10Wh S i  ,Completed,525,26,187,,45
111,2023-08-25 20:09:32,W I5IR D z Ly79me8M I1,Completed,896,52,,153,22
112,2000-03-30 18:25:06,m,Completed,708,853,339,,43
113,2018-10-16 13:49:59,4fr1KE Q bXblcPz C  45Rs,Completed,75,481,700,,6
114,2021-12-19 06:02:24,4 ZOpQv88Ob7 o bP03 jh ,Completed,3,888,,468,12
115,2011-05-01 02:43:35,6 3To3 8 ,Completed,758,880,,477,31
116,2022-04-05 02:42:54,73N KZd cYNCox4 ha9,Completed,220,901,529,,14
117,2020-01-04 13:28:44,zyp95Cao uq3 0S37r,Completed,992,325,888,,45
118,2018-03-09 21:03:44,X l5,Completed,505,600,88,,34
119,2011-04-01 14:16:39, 4kQ61 r a0,Completed,636,636,289,,21
120,2014-05-01 09:30:50,8dF94Xtd PzrlkIww74  o  ,Completed,167,262,120,,40
121,2005-07-20 15:55:01, NsM3v4 kM  ,Completed,175,155,349,,20
122,2000-08-05 21:19:06, 6x  ,Completed,665,77,482,,5
123,2000-03-12 15:41:34,ah41uf0uGi,Completed,29,846,215,,22
124,2020-11-29 19:35:22,14DmG,Completed,388,880,576,,9
125,2002-05-15 11:17:57,Pucom 9735pdQ ,Completed,351,747,,264,5
126,2005-11-22 09:09:30,pM,Completed,458,301,831,,30
